text,is_correct,word_count,has_date
A cache is a block of memory for storing data which is likely used again .,False,16,False
Hardware implements cache as a block of memory for temporary storage of data likely to be used again .,False,19,False
The best -known method of prey capture is by means of sticky webs .,False,14,False
The best-known method spiders use to capture prey is a sticky web .,False,13,False
They are also used as tree for pollinating food apple trees in apple orchards .,False,15,False
They are also used as pollinizers in apple orchards .,False,10,False
"In the 1890s , a variant known as bridge whist became popular which eventually evolved into contract bridge .",False,19,True
"In the 1890s , a variant known as bridge whist became popular .",False,13,True
Perception is one of the oldest fields in psychology .,False,10,False
"Perception is one of the oldest fields of scientific psychology , and there are many theories about how it works .",False,21,False
The following table lists the progression of the largest known prime number in ascending order .,False,16,False
This table lists every number that was once the largest known prime number .,False,14,False
A forearm drop is where a wrestler jumps down onto an opponent and drives their forearm into anywhere on the opponent 's body .,False,24,False
"Some backpacks are specialized to carry a particular thing , such as fluids or a laptop computer .",False,18,False
Music and sport are the only subjects that generally fall outside the station 's coverage .,False,16,False
During the twelfth century the area was marshland .,False,9,False
Chemical literature connect structures or properties of chemicals to academic papers or patents related to them .,False,17,False
"There are two types of adverbs , primary and secondary .",False,11,False
Over 100 ships or shipwrecks have been designated as NHLs .,False,11,False
There are 128 ships or shipwrecks that are NHLs .,False,10,False
French literature and poetry flourished even more in the 18th and 19th centuries .,False,14,False
"Bat : The bat used by the offense can be made out of wood or aluminum or other composite materials , such as carbon fiber .",False,26,False
"When someone dies , they are sent to one of many bars run by bartenders .",False,16,False
The live hour-long series finale aired August 26 at 11 pm and was viewed by 1.003 million people .,False,19,False
"Frequently two types of sports competition are played in this rural community , volleyball and cricket .",False,17,False
The use of military organisations to police civilian populations is common to many time periods and cultures .,False,18,False
There is a supermassive black hole at the center of the galaxy .,False,13,False
The procedure for caring for a beating heart cadaver is the same as caring for a normal patient .,False,19,False
Most employment as a statistician requires a minimum of a masters degree in statistics or a related field .,False,19,False
The award consists of an 18 carat gold medal weighing 3 tolas and a certificate of honor .,False,18,False
Nematode species can be difficult to distinguish from one another .,False,11,False
"He died in England on November 16 , 2018 at the age of 81 , due to complications of hip surgery .",False,22,True
Performance improvements are sometimes delivered via wide area file services or WAN optimization .,False,14,False
Performance improvements are sometimes delivered via WAFS or WAN optimization .,False,11,False
"The novel is told through narratives alternating between two time periods , and is largely told in the third - person mode .",False,23,False
Alekhine was known for his attacking style : he was good at turning an initiative into a win .,False,19,False
"Prior to the start of the season , the divisions of the league were re-aligned to reduce travel costs .",False,20,False
"Prior to the start of the season , the divisions of the league were re-aligned to better reflect the locations of the teams .",False,24,False
Most of the area of these hilly hamlets and villages is covered with trees .,False,15,False
"Within a day , symptoms of mustard poisoning had appeared in 628 patients and medical staff .",False,17,False
"Many objects cannot achieve negative temperatures , because adding energy to them will increase their entropy .",False,17,False
"One of the first , and most powerful , techniques to improve performance is the use of the instruction pipeline .",False,21,False
The film had a chilly reception with critics .,False,9,False
These frogs do not have the adhesive toe disc cups found in the tree frogs .,False,16,False
Arns was killed in the 2010 Haiti earthquake while speaking to a church group .,False,15,True
One way to think about mental health is by looking at how effectively and successfully a person functions .,False,19,False
The goal was to capture a major port for a short period and to gather information .,False,17,False
"Objectives included seizing and holding a major port for a short period , both to prove that it was possible and to gather intelligence .",False,25,False
Bald eagles are sexually mature at four or five years of age .,False,13,False
"Cooking oil is flammable , and fires may be caused by it igniting at too high a temperature .",False,19,False
Cooking oil can burn well and may catch fire if it is used at too high a temperature .,False,19,False
The city has numerous historic religious buildings .,False,8,False
The earliest archaeological evidence for wheat seeds crushed between simple millstones to make flour dates to 6000 BC .,False,19,True
"The fossil consists of most of the skull , face and mandible with teeth .",False,15,False
"The fossil has most of the face and mandible with teeth and , uniquely , a natural endocast of the braincase .",False,22,False
"Worldwide production of apples in 2017 was 83.1 million tonnes , with China accounting for half of the total .",False,20,True
"A large number of settlers arrived in the 1850s and 1860s , many of whom were ancestors of today 's residents .",False,22,True
"However , changes in the terms of their professional service may have created resentment .",False,15,False
There were some changes in the terms of their service which may have created resentment .,False,16,False
"If the subject still wished to stop after all four successive verbal prods , the experiment was halted .",False,19,False
"If the subject still wished to stop after the four main prods had been used , the experiment was halted .",False,21,False
"Wrasses can put their jaws forwards , usually with separate jaw teeth that jut outwards .",False,16,False
"On 21 July , the fire was 15 % contained but burned through 74,083 acres .",False,16,False
An attack where a wrestler will strike an opponent using the knee .,False,13,False
"An attack where a charging wrestler jumps striking both knees simultaneously into the head , chest or back of the opponent .",False,22,False
The fundamentals of bird flight are similar to those of aircraft .,False,12,False
It is hard to find the shape of the minimal surface bounded by some arbitrary shaped frame using just mathematics .,False,21,False
"Farmer was diagnosed with esophageal cancer in the spring of 1970 , which was attributed to her lifelong habit of heavy smoking .",False,23,True
Farmer was diagnosed with esophageal cancer in the spring of 1970 .,False,12,True
The executive is the governing center of political authority .,False,10,False
Physicists represent sources of magnetic moments in materials as poles .,False,11,False
There are various modifications that can be implemented atop the fundamentals of the battle royale .,False,16,False
There are many changes that can be placed on top of the fundamentals of battle royale .,False,17,False
Extraterrestrial skies seem to vary because of a number of reasons .,False,12,False
This first movement is in sonata-allegro form .,False,8,False
There are 29 letters in the Vietnamese alphabet .,False,9,False
Vietnamese schools teach the alphabet with these 29 letters .,False,10,False
More detail on the health of the drive may be obtained by examining the SMART Attributes .,False,17,False
"In digital signal processing , a digital signal is a representation of a physical signal that is a sampled and quantized .",False,22,False
The stone may be displayed on a rosewood pedestal that has been carved specifically for the stone .,False,18,False
The stone may be displayed on a wooden base that has been carved specifically for the stone .,False,18,False
Their feathers are mainly light brown with black spots on the top and buff with narrow blackish streaks on the underside .,False,22,False
"On Friday , drivers have a 30 - minute practice session and a 30 - minute qualifying session .",False,19,False
Most scallops are filter feeders .,False,6,False
Kodaikanal was established in 1845 as a refuge from the high temperatures and tropical diseases of the plains .,False,19,True
Synapsids are characterized by having differentiated teeth .,False,8,False
Synapsids had differentiated teeth .,False,5,False
"At about 10 : 30 AM the flight paths of the two aircraft intersected over the canyon , and they collided at a closing angle of about 25 degrees .",False,30,False
"At about 11 : 31 AM MST , the track of both airplanes intersected over the canyon , and they hit each other .",False,24,False
"Each state 's constitution or legislature spells out what type of courts the state will have , how they will work , and how judges will be chosen .",False,29,False
The structure of courts and the methods of selecting judges is determined by each state 's constitution or legislature .,False,20,False
"The strike forces , with many damaged aircraft , reached and landed on their respective carriers between 12 : 50 and 14 : 30 .",False,25,False
Organic synthesis is a special branch of chemical synthesis dealing with the synthesis of organic compounds .,False,17,False
It is difficult to know exactly when naturism began as an action group .,False,14,False
It is difficult to nominate exactly when naturism started as a movement .,False,13,False
"In 1979 , funding was received to preserve the site as a tourist destination , due to its historical significance .",False,21,True
"In 1979 the government gave money to protect the site as a tourist area , because of its historical importance .",False,21,True
The book has also been seen as trying to show that masculinity was important in stopping slavery .,False,18,False
The length of the slide rule is quoted in terms of the nominal length of the scales .,False,18,False
The width of the slide rule is quoted in terms of the nominal width of the scales .,False,18,False
Air cooling is the process of cooling an object by exposing it to air .,False,15,False
"The legal status of prostitution varies from country to country , from being legal and considered a profession to being punishable by death .",False,24,False
The legal status of prostitution varies from country to country .,False,11,False
"Chicken or veal parmigiana has become very popular in Australia as a pub dish , often served with chips and salad .",False,22,False
Polo is not played exclusively on horseback .,False,8,False
People are nomads for many reasons .,False,7,False
"When a woman experiences a painful sexual act , the pain may distract her from feeling pleasure and excitement .",False,20,False
"When pain occurs , the woman may be distracted from feeling pleasure and excitement .",False,15,False
"Bearded dragons do not make sounds usually , but when they are scared they might hiss like a cat .",False,20,False
"Around the world , the sugar glider is a popular domestic pet .",False,13,False
"In several countries , the sugar glider is popular as an exotic pet , and is sometimes referred to as a pocket pet .",False,24,False
"Pesticides are used to kill pests , but many are bad for human health .",False,15,False
Pesticides are used to control organisms that are considered to be harmful .,False,13,False
"In December 1912 , workers at a local quarry uncovered a crack in the rocks with warm air coming out .",False,21,True
"In December 1912 , workers at a local quarry uncovered a crack in the rocks .",False,16,True
"After the gold rush , the forest slowly began to regrow .",False,12,False
"As the forest was almost abandoned after the gold rush period , a regeneration process emerged .",False,17,False
"Usually a libretto is written before the music , but sometimes composers wrote some of the music first and then looked for words to go with it .",False,28,False
The location of the town at the bottom of a steep valley counted against it when it came to railway construction .,False,22,False
Because the town is at the bottom of a steep valley it was n't suitable for the railway .,False,19,False
"It is the smallest of the closer Uranian moons , estimated to be only about 18 km in diameter .",False,20,False
"It is the smallest of inner Uranian satellites , crudely estimated to be only about 18 km in diameter .",False,20,False
Historical attitudes towards oats have varied .,False,7,False
Historical attitudes towards oats are very different .,False,8,False
The same situation nearly materialized in 2004 .,False,8,True
"By 1600 , rockets were being used in various parts of Europe against cavalry .",False,15,True
Occasionally a nova is bright enough and close enough to be seen by the unaided eye .,False,17,False
"Since 1963 he has been interested in chemical and biological defense and arms control , has served as a consultant on this subject to various government agencies .",False,28,True
Since 1963 he has been interested in chemical warfare and biological defense and arms control .,False,16,True
"Today , the local economy is largely commercial and manufacturing , with the largest employer being a clothing manufacturer .",False,20,False
The site was excavated in August 2008 and again in August 2009 .,False,13,True
"Because promos are released in smaller quantities than CD singles , they are sometimes considered a collectors item .",False,19,False
"Because promos are produced in smaller quantity than releases made available to the general public , they are sometimes considered valuable collectors ' items .",False,25,False
"Once the plant is allowed to flower , it may produce seed pods containing small black seeds .",False,18,False
"Once the plant is allowed to flower , it may produce seed pods containing small black seeds , which can be saved and planted the following year .",False,28,False
Conscious thought is not always necessary for knowledge of results to have its effect .,False,15,False
"It was elevated to the category of municipal district on May 1 , 2003 .",False,15,True
Atomic physics primarily considers atoms in isolation .,False,8,False
Carreras has received many awards both because of his musical and humanitarian work .,False,14,False
Carreras has received numerous awards and distinctions for both his artistic and humanitarian work .,False,15,False
The cigarette manufacturing companies in Germany made several attempts to weaken the anti-tobacco campaign .,False,15,False
The cigarette manufacturing companies in Germany made several attempts to weaken the scientific credibility of the anti-tobacco campaign .,False,19,False
Seals were used in the earliest civilizations and are of considerable importance in archaeology and art history .,False,18,False
"African elephants receive at least some legal protection in every country where they are found , but 70 % of their range exists outside protected areas .",False,27,False
"For 2007 , d'Ambrosio took part in the inaugural season of the International Formula Master series with the Cram Competition team .",False,22,True
The hosts were only announced after the qualifying round .,False,10,False
"The hosts were only announced after the qualifying round , which meant all teams had to participate in the qualification process for the final stage .",False,26,False
The friction between the ropes and the pulley furnishes the traction which gives this type of elevator its name .,False,20,False
The friction between the ropes and the pulley furnishes the traction which gives this type of lift its name .,False,20,False
"A satellite terminal is a building detached from other airport buildings , so that aircraft can park around its entire circumference .",False,22,False
TUTTs sometimes bring a large amount of vertical wind shear over tropical disturbances and cyclones so TUTTs can reduce cyclone development .,False,22,False
The most common type of aspirator is the water aspirator .,False,11,False
The cheap and simple water aspirator is the most common type of aspirator .,False,14,False
It is a close relative of the mourning and eared doves .,False,12,False
"By the start of the 20th century , the economies of Germany and the United States had begun catching up to Britain , especially in their industrialization .",False,28,False
"On 3 July 2006 , the table tennis section applied for bankruptcy and the table tennis section was disestablished .",False,20,True
Some crabapples are used as rootstocks for domestic apples to add beneficial characteristics .,False,14,False
Some crab apples are used as rootstocks for domestic apples to stand up to cold or drought .,False,18,False
On 9 December the government confirmed that about 90 foreign heads of state and government and 15 former leaders would travel to South Africa to attend funeral events .,False,29,False
Efficiency slows down energy demand growth so that rising clean energy supplies can make deep cuts in fossil fuel use .,False,21,False
Efficient energy use allows energy demand to slow so that rising clean energy supplies can make big cuts in fossil fuel burning .,False,23,False
"In Canada and the United States , neighborhoods often have official or semi-official status .",False,15,False
"In Canada and the United States , neighborhoods are often given official or semi-official status through neighborhood associations , neighborhood watches or block watches .",False,25,False
"The seeds are generally almost microscopic and very numerous , in some species over a million per capsule .",False,19,False
"The seeds are extremely small and very numerous , in some species over a million per capsule .",False,18,False
"In 2018 , there are eleven senators holding ministerial positions and the head of state , the First mayor .",False,20,True
"In 2011 , there are nine senators holding ministerial positions and the head of state , the First mayor .",False,20,True
16 - bit programs run separately within one 32 - bit NTVDM process .,False,14,False
"The earliest anchors were probably rocks , and many rock anchors have been found dating from at least the Bronze Age .",False,22,False
"More than 470 species of birds have been identified in the park , many of which are migrants .",False,19,False
"More than 470 species of birds have been identified in the park , many of which are migrants , with almost 60 species being raptors .",False,26,False
Geographers are historically known as people who make maps .,False,10,False
"In Ancient Egyptian mythology , the god Chnum was said to have formed the first humans on a potter 's wheel .",False,22,False
"At the 2001 Census , the population of the civil parish was 20,309 , remaining similar at the 2011 Census .",False,21,True
"Ridiculed during his lifetime by critics , he came to be recognized as a self-taught genius whose works are of high artistic quality .",False,24,False
"Some critics ridiculed him for his style , but he came to be recognized as a self-taught genius .",False,19,False
"Hydrogen has three naturally occurring isotopes , denoted 1H , 2H and 3H .",False,14,False
The glaciers crush minerals in the rock as they pass over them .,False,13,False
"The song gained popularity in September 2016 , when the first remix was uploaded onto the YouTube channel SiIvaGunner .",False,20,True
"In the opening and middlegame , the king will mostly not play an active role in the development of an attacking or position .",False,24,False
"Lifeline has over 260 retail outlets around the country which sell a variety of clothes , furniture and bric-a- brac .",False,21,False
Lifeline has more than 260 retail outlets around Australia that sell clothes and furniture to make enough money to pay for training and office space they use .,False,28,False
Blankets may be spread on the ground for a picnic or where people want to sit in a grassy or muddy area without soiling their clothing .,False,27,False
"Dodder can be identified by its thin stems appearing leafless , with the leaves reduced to minute scales .",False,19,False
Dodder can be identified by its thin stems .,False,9,False
Reminders allows users to create lists of tasks with alerts that can either be date - based or location - based .,False,22,False
Walker fell into a diabetic coma on 11 January 2015 .,False,11,True
"Walker died after falling into a diabetic coma on 20 January 2015 , aged 41 .",False,16,True
"The explosion killed 90 people and injured 1,400 others .",False,10,False
"The trustee is given legal title to the trust property , but has an obligation to act for the good of the beneficiaries .",False,24,False
The apical complex includes vesicles which open at the front of the cell .,False,14,False
FGM may increase a woman 's risk of having problems during pregnancy and childbirth .,False,15,False
Modern cladistic work has not been conclusive .,False,8,False
The museum 's art includes some of the prefecture 's most important cultural assets and works by artists with some connection to the region .,False,25,False
The Philippines has 17 administrative regions .,False,7,False
Much of the range lies within a succession of national parks and other reserves .,False,15,False
The central theme of hydrology is how the water circulates .,False,11,False
The central theme of hydrology is that water circulates throughout the Earth through different pathways and at different rates .,False,20,False
Typical rounding problems include : The most basic form of rounding is to replace an arbitrary number by an integer .,False,21,False
"Because of his intolerable fiscal charges , in 1717 an open revolt developed in the duchy .",False,17,True
"Because of his very bad taxes , in 1717 an open revolt took place in the duchy .",False,18,True
NMR spectroscopy databases provide information to relate structure and NMR data .,False,12,False
"Apart from tourism , agriculture is still important , particularly cattle breeding in the mountains and dairy farming in the plains .",False,22,False
"Agriculture is important , particularly cattle breeding in the mountains and dairy farming in the plains .",False,17,False
Images and videos showing male bisexuality have been more popular since the start of internet pornography .,False,17,False
"In 1997 , about 8 % of all soybeans cultivated for the commercial market in the United States were genetically modified .",False,22,True
The aquarium has 2 million annual visitors .,False,8,False
Green manures are crops grown for the express purpose of plowing them under .,False,14,False
"Twelve matches were contested at the event , including three matches contested on the pre-show .",False,16,False
Groups of galaxies are the smallest aggregates of galaxies .,False,10,False
Secondary structure refers to highly regular local sub-structures on the actual polypeptide backbone chain .,False,15,False
Secondary structure refers to parts of the protein chain that form regular structures .,False,14,False
"In the next 10 to 11 hours , the radioactive cloud moved towards the north- east , reaching from the accident .",False,22,False
"During the next ten to eleven hours , the radioactive cloud moved towards the northeast , reaching between 300 and 350 kilometers from the accident .",False,26,False
"In reality , cats can turn themselves right side up in mid-air if they should fall upside-down .",False,18,False
Angel food cake requires egg whites whipped until they are stiff .,False,12,False
"Angel food cake needs the egg whites to be whipped until they are stiff , and carefully folded into the other ingredients .",False,23,False
"In the second week of September , a strong tropical wave started moving off the coast of Africa .",False,19,False
"The climate in this area is characterized by hot , humid summers and generally mild to cool winters .",False,19,False
The book includes 36 short essays predicting the consequences of global warming and has been translated into over twenty languages .,False,21,False
"Popular science is a bridge between scientific literature as a professional medium of scientific research , and the realms of popular political and cultural discourse .",False,26,False
It is made by heating barium oxide .,False,8,False
Debian packages are standard Unix ar archives that include two tar archives .,False,13,False
Several times people in Australia have wanted to remove the monarchy .,False,12,False
Australia has periodically experienced movements seeking to end the monarchy .,False,11,False
"The sea contains a number of reefs , uninhabited islands and significant hydrocarbon reserves .",False,15,False
"The sea has a number of reefs , islands where no one lives and significant hydrocarbon reserves .",False,18,False
"In November 2017 , another ballot issue was voted on whether to un-incorporate the city .",False,16,True
"In November 2017 , another ballot issue was voted on whether to dissolve the city .",False,16,True
Crystal structure is now found by analysis of the diffraction patterns of a sample targeted by a beam of some type .,False,22,False
"As dance progressed into the 19th century , the emphasis on technical skill increased , as did the desire to dance en pointe without the aid of wires .",False,29,False
"As dance progressed into the 1800s , the desire grew to dance en pointe without the aid of wires .",False,20,True
"Initially , women protested because his designs covered up their legs , which they had been unused to because of the previous limitations on fabric .",False,26,False
Each state of India has an organization that manages panchayat towns .,False,12,False
One of the goals of compilers and processors designers is to use as much ILP as possible .,False,18,False
A goal of compiler and processor designers is to identify and take advantage of as much ILP as possible .,False,20,False
"Since hummingbirds are specialized nectar-eaters , they are tied to the bird- flowers they feed upon .",False,17,False
The serfs also had to pay taxes and fees .,False,10,False
The discovery of the H5 histone appears to date back to 1970's .,False,13,True
"The foundation of the abbey Fulda and its territory originated with an Imperial grant , and the sovereign principality therefore was subject only to the German emperor .",False,28,False
"From its foundation , the abbey Fulda and its territory was subject only to the German emperor , not to the control of the local lords .",False,27,False
Types of non-fixed keels include swing keels and canting keels .,False,11,False
Other types of keels are swing keels and canting keels .,False,11,False
"In terms of school casualties , thousands of school children died due to shoddy construction .",False,16,False
Land snails are an especially important food item when drought or hard weather makes it hard to find other food .,False,21,False
Snails are especially important when drought or hard weather makes it difficult to find other food .,False,17,False
Benefits of exercise for all ages have been known since antiquity .,False,12,False
The benefits of exercise have been known since antiquity .,False,10,False
"Publicly accessible , it is known for its inviting jungle gym-like characteristics .",False,13,False
By the late 19th century scientists realized that air could be liquefied and its components isolated by compressing and cooling it .,False,22,False
"By the late 19th century , scientists found that air could be turned into a liquid and the compounds in it could be isolated by compressing and cooling it .",False,30,False
"Immediately after their senate confirmation , the emperors went to the camp of the praetorian guard .",False,17,False
"Failure rates are important factors in insurance , business , and regulation practices as well as fundamental to design of safe systems throughout a national or international economy .",False,29,False
"Failure rates are important factors in the insurance , finance , commerce and regulatory industries and fundamental to the design of safe systems in a wide variety of applications .",False,30,False
Discussions included some issues which remained unresolved from previous summits .,False,11,False
The agenda for the summit included some issues which remained unresolved from previous summits .,False,15,False
Chinese rock and roll 's peak popularity was between 1990 and 1993 .,False,13,True
"Primary injuries are caused by blast overpressure waves , or shock waves .",False,13,False
Primary injuries are caused by the explosion 's shock waves .,False,11,False
"After New Zealand ended its provinces in 1876 , they began using a county system as in other countries .",False,20,True
"Pots , traditionally made of terracotta but now more commonly plastic , and window boxes have been the most commonly seen .",False,22,False
"Pots , made of terracotta or sometimes plastic , and window boxes have been the most common containers .",False,19,False
"The opera did not do well , and audiences thought that the opera did not make any sense .",False,19,False
"Mostly songs in this album are smooth and midpaced , while some are faster .",False,15,False
Algebraic geometry occupies a central place in modern mathematics .,False,10,False
The game supports multiplayer with support for up to four players simultaneously .,False,13,False
"Based on the sizes of the moons , the original asteroid may have been about 28 km in diameter .",False,20,False
"Based on the sizes of the satellites , the original asteroid may have been about 28 km in diameter .",False,20,False
Problem gamblers have more suicidal ideation and make more suicide attempts compared to the general population .,False,17,False
Problem gambling is associated with increased suicidal ideation and attempts compared to the general population .,False,16,False
Human behavior is believed to be influenced by the endocrine system and the nervous system .,False,16,False
The feeling of a static electric shock is caused by the stimulation of nerves as the neutralizing current flows through the human body .,False,24,False
The feeling of an electric shock is caused by the stimulation of nerves as the neutralizing current flows through the human body .,False,23,False
"Before the age of man or beast , the immortals wage war on each other in the heavens .",False,19,False
"For many years , efforts to discover brown dwarfs were fruitless .",False,12,False
"Instructs the server to return information about the administrator of the server specified by , or the current server if target is omitted .",False,24,False
It is commonly observed that schooling fish are particularly in danger of being eaten if they are separated from the school .,False,22,False
The municipality had 258 inhabitants in 2003 .,False,8,True
The municipality had 258 inhabitants in 2003 and an area of 32.73 km2 .,False,14,True
This was an early description of the process of geographic speciation by means of the founder effect .,False,18,False
This was an early description of a process of geographical speciation .,False,12,False
He died on 11 May 2018 at the age of 52 from cardiac arrest .,False,15,True
"Reporting to the Assistant Commissioners are about 50 Chief Superintendents , about half of whom supervise what are called Divisions .",False,21,False
Infection rates are higher in some countries in Africa and Asia .,False,12,False
The microarchitecture of a digital signal processor is optimized specifically for digital signal processing applications .,False,16,False
The architecture of a digital signal processor is optimized specifically for digital signal processing .,False,15,False
"The male then leads the female to potential nest sites , and the female will choose one .",False,18,False
"After mating , the male shows the female all the potential nest sites , and lets the female choose one and build the nest .",False,25,False
"The three - toed hind limbs were long and thick , supporting the body in a bipedal posture .",False,19,False
"Covering an area of 3263 km2 and with a population of about 128,000 it is the smallest , least populous , and least densely populated region of Italy .",False,29,True
The inclination of Earth 's orbit drifts up and down relative to its present orbit .,False,16,False
Tsetse have an unusual life cycle .,False,7,False
Tsetse have an unusual lifecycle which may be due to the richness of their food source .,False,17,False
"The center of a subtropical gyre is a high pressure area , which the ocean moves around .",False,18,False
The center of a subtropical gyre is a high pressure zone .,False,12,False
A mud volcano may be the result of a piercement structure created by a pressurized mud diapir that breaches the Earth 's surface or ocean bottom .,False,27,False
A mud volcano is usually made by mud diapir that breaks out of the surface of the Earth or on the ocean bottom .,False,24,False
"Until the early 20th century , arsenic was often used to embalm bodies .",False,14,False
"More than 60 types of synesthesia have been reported , but only a small number have been studied by scientists .",False,21,False
"Other forms of synesthesia have been reported , but little has been done to analyze them scientifically .",False,18,False
"In each group , teams played against each other home - and - away in a round-robin format .",False,19,False
"In each group , teams play against each other home - and - away in a round-robin format .",False,19,False
"At first , historical linguistics was comparative linguistics .",False,9,False
"At first , historical linguistics served as the cornerstone of comparative linguistics primarily as a tool for linguistic reconstruction .",False,20,False
The least skipper favors damp or wet habitats with tall grasses .,False,12,False
The least skipper can be found in damp or wet habitats with tall grasses .,False,15,False
Textiles have been used since the beginning of civilization .,False,10,False
Income is highly associated with prenatal health care .,False,9,False
The inverse operation of multiplication is division .,False,8,False
The opposite of multiplication is division .,False,7,False
A move in which a wrestler jumps or falls down on an opponent driving their elbow into anywhere on the opponent 's body .,False,24,False
A move in which a wrestler jumps / falls down on an opponent driving his knee into anywhere on the opponent 's body .,False,24,False
Eukaryotic cells have a highly evolved process of secretion .,False,10,False
"This , the child of the contradanza , was also danced in lines or squares .",False,16,False
"With global travel becoming widespread at that time , cookies made a natural travel companion , a modernized equivalent of the travel cakes used throughout history .",False,27,False
"Female trees bear their fruit irregularly , only every few years .",False,12,False
The RIRs divide their allocated address pools into smaller blocks and delegate them to Internet service providers and other organizations in their operating regions .,False,25,False
"Hot chocolate can be made with dark , semisweet , or bittersweet chocolate chopped into small pieces and stirred into milk with the addition of sugar .",False,27,False
"The case remained unsolved and cold for several years , partly due to the volume of tips pouring in to the police who investigated the crime .",False,27,False
"The case remained unsolved for over three years , partly due to the volume of tips received by police investigators .",False,21,False
Structural engineering came to existence when the humans first started to construct their own structures .,False,16,False
Structural engineering has existed since humans first started to construct their own structures .,False,14,False
Endgames can be classified according to the type of pieces remaining on the board .,False,15,False
The long-tailed sylph is similar in appearance but does not overlap in range .,False,14,False
The Long-tailed Sylph is almost the same in color but does not overlap in range .,False,16,False
"Because of this , Hash Tables can often find information faster than other tools , such as search trees or other table lookup structure .",False,25,False
"In many situations , hash tables turn out to be on average more efficient than search trees or any other table lookup structure .",False,24,False
Each episode of Season One attracted more than a million viewers on its first airing .,False,16,False
Each episode of the season attracted more than a million viewers on its first airing .,False,16,False
"The municipality covers an area of 1466 sqkm and the city proper , 16 sqkm .",False,16,True
"In warfare , the long term strategy is the defeat of the enemy .",False,14,False
The new technology allowed deliberate alteration of genes to change the characteristics of an organism .,False,16,False
"Crombie 's family announced on April 18 , 2015 that he had died suddenly three days earlier of a brain hemorrhage in New York City .",False,26,True
"At first , during the 1820s and 1830s , she composed exclusively for the piano .",False,16,True
"The Murids are classified in four subfamilies , and about 140 genera .",False,13,False
She withdrew from active management of the agency in the mid-1990s due to complications of diabetes .,False,17,True
She stopped managing the agency in the mid-1990s because of health problems from diabetes .,False,15,True
Pallor is more evident on the face and palms .,False,10,False
In Spanish -speaking countries there are many different names for each variety and preparation .,False,15,False
"Zero-fare public transport services are funded in full by means other than collecting a fare from passengers , normally through heavy subsidy or commercial sponsorship by businesses .",False,28,False
Free or Zero-fare public transport services are funded in full by means other than collecting a fare from passengers .,False,20,False
Many electronic paper technologies keep the same text and images indefinitely without electricity .,False,14,False
"Upon starting the game , the player is invited to construct an avatar .",False,14,False
"By the 20th century , bookbinding materials had developed a high resistance against damage by various types of book -boring insects .",False,22,False
"Financial mathematics is a field of applied mathematics , concerned with financial markets .",False,14,False
"Europe lies mainly in the temperate climate zones , being subjected to prevailing westerlies .",False,15,False
Most of Europe lies in temperate climate zones .,False,9,False
Several circumstances exist which allow for the termination of a support order for a child under the age of majority .,False,21,False
A lot of the railway track and trains have to be repaired or replaced .,False,15,False
"In modern times , the waters are 70 % to 90 % used for human purposes and the flow is greatly reduced .",False,23,False
"Of knightly extraction , has proofs of its nobility going back as far as 1265 .",False,16,True
"About 150,000 people live in the drainage area of this river .",False,12,False
About 150000 people live in the drainage area of this river .,False,12,True
Louvers are rarely seen as primary design elements in the language of modern architecture .,False,15,False
"Louvers are rarely seen as primary design elements in the language of modern architecture , but rather simply a technical device .",False,22,False
"Coussmaker sat for Reynolds 21 times and his horse 8 times between February 9 and April 16 , 1782 - an exceptional number of times .",False,26,True
"Secondary cells are rechargeable , and may be reused multiple times .",False,12,False
Secondary cells are rechargeable .,False,5,False
"By the 40s AD , the political situation within Britain was apparently in ferment .",False,15,False
"Each of the eight round uses six sub-keys , while the half- round uses four ; for a total of 52 sub-keys .",False,23,False
The use of medial caps for compound identifiers is recommended by the coding style guidelines of many organizations or software projects .,False,22,False
"Since these lust and attraction stages are both described as temporary , a third stage might describe long-term love .",False,20,False
"Since the lust and attraction stages are both considered temporary , a third stage is needed to account for long -term relationships .",False,23,False
Those who advocate it are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process .,False,23,False
Those who advocate these measures are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process .,False,24,False
The lower part of the trap contains glands which absorb nutrients from captured prey .,False,15,False
The lower part of the trap contains glands which take nutrients from captured insects .,False,15,False
The purpose of classification is to protect information from being used to damage or cause danger to national security .,False,20,False
Angling is the main method of sport fishing .,False,9,False
There are different hypotheses about when and where PIE was spoken .,False,12,False
The distinctive horns and muscular neck may have been used in fighting rivals of its own species .,False,18,False
"They have mobile units , such as jeeps or convertibles , thanks to which they can quickly reach the required events .",False,22,False
A mouse or a rat strain is a group of animals that is genetically uniform .,False,16,False
A laboratory mouse or rat strain is a group of animals that is genetically uniform .,False,16,False
"The National Parks Act of 1980 was established in order to codify the purpose , governance and selection of national parks .",False,22,True
It was not uncommon in ancient time to attribute to celebrated authors works that were not written by them .,False,20,False
"In the 14th century , the word described the roughness of woven cloth before it was cut .",False,18,False
"Stories of black mambas that chase and attack humans are common , but in fact the snakes generally avoid contact with humans .",False,23,False
"There are many stories of mambas chasing humans , but these snakes usually prefer to avoid contact with humans .",False,20,False
"Over 120 species of cuttlefish are currently recognized , grouped into six families .",False,14,False
"There are over 120 species of living cuttlefish , in 5 genera .",False,13,False
Georges Head was armed with four 80 pounder rifled muzzle loading guns and two 68 - pounder guns .,False,19,False
